ContactId,OrderDate,id
1,2022-01-05,1
1,2022-01-21,2
1,2021-11-24,3
1,2022-01-14,4
1,2021-12-06,5
1,2022-02-04,6
1,2021-12-16,7
5,2022-01-18,8
5,2021-12-09,9
5,2021-11-25,10
5,2021-12-25,11
9,2021-12-18,12
13,2022-01-15,13
14,2021-11-17,14
14,2021-12-02,15
14,2021-11-28,16
14,2021-12-12,17
14,2021-11-23,18
14,2021-11-27,19
14,2022-01-21,20
14,2021-12-26,21
17,2022-01-29,22
24,2021-12-03,23
27,2021-12-30,24
27,2022-01-14,25
27,2022-01-31,26
27,2021-12-19,27
27,2021-11-14,28
28,2022-01-16,29
28,2021-11-23,30
28,2022-02-10,31
28,2021-12-21,32
28,2022-01-08,33
28,2021-12-26,34
28,2022-01-01,35
28,2022-01-24,36
28,2021-11-27,37
28,2021-12-29,38
29,2022-01-26,39
29,2021-12-16,40
29,2021-12-11,41
29,2021-12-26,42
29,2021-12-14,43
29,2022-02-04,44
29,2022-01-17,45
33,2022-01-29,46
33,2022-01-18,47
33,2022-01-22,48
33,2021-12-04,49
33,2022-01-29,50
33,2021-12-25,51
33,2021-11-29,52
33,2021-12-10,53
33,2021-12-06,54
37,2021-12-05,55
37,2021-11-27,56
37,2022-01-02,57
37,2021-12-31,58
37,2022-01-31,59
41,2022-01-16,60
44,2022-01-10,61
44,2022-02-09,62
44,2021-12-09,63
44,2022-01-18,64
44,2021-11-20,65
44,2021-12-26,66
44,2021-12-22,67
44,2022-01-24,68
44,2021-12-15,69
44,2021-12-09,70
49,2021-12-12,71
49,2021-12-03,72
49,2022-01-25,73
49,2021-11-23,74
49,2022-01-30,75
49,2022-01-02,76
49,2022-01-27,77
49,2021-12-11,78
49,2022-01-28,79
49,2021-12-16,80
58,2021-12-05,81
58,2021-12-05,82
58,2021-11-22,83
58,2021-12-24,84
61,2021-12-30,85
61,2022-02-05,86
61,2021-12-29,87
61,2021-12-13,88
61,2021-11-14,89
61,2022-01-04,90
61,2021-12-25,91
61,2022-02-01,92
62,2022-02-10,93
62,2022-01-11,94
62,2021-11-14,95
62,2021-11-17,96
62,2021-12-19,97
62,2021-12-15,98
62,2021-11-22,99
72,2022-01-16,100
72,2022-01-20,101
72,2022-01-01,102
73,2021-12-28,103
73,2021-11-25,104
73,2021-12-03,105
73,2022-01-06,106
74,2021-12-07,107
74,2021-11-21,108
74,2022-01-02,109
74,2021-12-08,110
74,2021-12-25,111
74,2021-11-30,112
74,2022-01-19,113
74,2022-02-09,114
74,2021-12-14,115
74,2022-01-14,116
78,2021-12-22,117
79,2022-01-05,118
79,2021-11-16,119
79,2021-12-14,120
80,2022-02-08,121
80,2021-12-05,122
80,2021-11-15,123
80,2021-11-17,124
80,2021-12-20,125
84,2021-11-16,126
86,2022-01-22,127
86,2022-01-05,128
86,2021-12-11,129
86,2022-02-08,130
87,2021-12-11,131
87,2021-11-22,132
87,2021-12-02,133
87,2022-01-05,134
87,2021-11-26,135
89,2021-11-23,136
89,2021-11-14,137
89,2022-01-25,138
92,2021-12-23,139
92,2022-01-17,140
92,2022-01-02,141
93,2022-01-27,142
100,2022-01-13,143
100,2022-01-31,144
100,2022-01-10,145
100,2022-01-16,146
100,2021-12-30,147
100,2021-12-05,148
100,2022-01-29,149
108,2021-12-08,150
108,2022-01-04,151
108,2022-01-23,152
108,2021-11-19,153
108,2021-12-06,154
108,2021-12-03,155
108,2022-01-11,156
110,2022-01-16,157
113,2021-11-23,158
113,2021-11-24,159
113,2022-01-07,160
113,2022-01-26,161
113,2021-11-15,162
113,2022-01-27,163
113,2021-12-09,164
113,2022-01-06,165
113,2021-11-27,166
113,2022-02-08,167
114,2022-01-24,168
115,2022-01-05,169
115,2021-11-30,170
115,2021-12-16,171
115,2022-02-02,172
115,2021-12-09,173
115,2021-12-01,174
122,2022-01-22,175
122,2021-12-06,176
122,2022-01-04,177
122,2021-11-28,178
122,2021-12-03,179
122,2022-01-13,180
122,2022-01-07,181
122,2022-01-08,182
122,2022-01-31,183
122,2021-11-16,184
127,2022-02-02,185
127,2022-01-31,186
127,2021-11-24,187
127,2022-01-22,188
127,2022-01-15,189
127,2021-11-21,190
127,2021-12-17,191
127,2021-11-29,192
127,2021-12-10,193
130,2022-02-04,194
130,2022-02-03,195
131,2021-11-19,196
131,2021-11-30,197
131,2022-01-09,198
131,2021-12-01,199
131,2021-11-28,200
131,2021-12-30,201
131,2021-12-02,202
131,2021-12-03,203
132,2021-12-21,204
132,2022-01-05,205
132,2021-12-26,206
132,2022-01-01,207
134,2021-12-01,208
134,2022-01-01,209
134,2022-01-27,210
134,2022-01-18,211
134,2021-11-26,212
134,2021-11-26,213
134,2022-02-02,214
134,2021-12-05,215
134,2021-12-11,216
134,2022-01-06,217
135,2022-01-02,218
135,2021-11-26,219
136,2022-01-20,220
136,2021-11-22,221
136,2022-01-11,222
136,2022-01-15,223
136,2021-12-09,224
136,2021-12-18,225
136,2021-12-12,226
137,2021-11-13,227
137,2022-01-22,228
137,2022-01-03,229
137,2022-02-05,230
137,2021-12-30,231
137,2022-01-14,232
140,2021-12-24,233
140,2022-01-30,234
140,2021-12-25,235
149,2021-12-11,236
149,2022-01-03,237
149,2022-02-05,238
149,2021-12-21,239
149,2021-11-29,240
150,2022-02-07,241
150,2021-12-25,242
151,2022-02-07,243
151,2022-01-23,244
151,2022-01-29,245
151,2021-12-03,246
155,2022-01-29,247
155,2021-12-15,248
155,2022-02-01,249
155,2022-02-08,250
155,2021-11-18,251
155,2021-11-16,252
155,2021-12-14,253
155,2022-01-02,254
155,2022-02-04,255
159,2021-11-13,256
159,2021-12-31,257
161,2022-02-06,258
161,2022-01-31,259
161,2021-11-29,260
161,2021-12-13,261
161,2021-12-29,262
161,2022-02-08,263
161,2022-01-19,264
161,2021-11-19,265
164,2022-01-02,266
164,2022-01-25,267
164,2022-02-01,268
164,2022-01-08,269
164,2022-01-01,270
164,2021-11-24,271
164,2022-02-03,272
164,2021-12-25,273
165,2022-01-27,274
165,2022-01-13,275
165,2021-12-19,276
171,2021-12-14,277
171,2022-01-17,278
171,2022-01-24,279
171,2022-01-19,280
171,2022-01-06,281
171,2021-12-06,282
171,2021-11-22,283
171,2022-01-30,284
171,2022-01-05,285
171,2021-11-14,286
174,2022-02-07,287
174,2022-01-14,288
174,2021-11-21,289
174,2022-01-09,290
174,2022-02-01,291
177,2022-02-06,292
177,2022-02-09,293
177,2021-12-09,294
177,2022-01-29,295
177,2021-12-17,296
177,2021-12-27,297
177,2022-01-25,298
177,2022-01-19,299
177,2021-11-26,300
179,2021-11-19,301
179,2021-11-28,302
179,2021-12-24,303
182,2021-11-24,304
184,2021-12-10,305
184,2021-11-17,306
184,2022-01-25,307
184,2021-11-13,308
184,2021-12-18,309
186,2022-02-08,310
186,2022-01-21,311
191,2021-12-21,312
191,2021-12-31,313
191,2021-12-13,314
191,2022-01-26,315
191,2021-11-18,316
191,2022-01-30,317
191,2022-01-17,318
191,2022-01-19,319
191,2021-12-10,320
191,2022-02-03,321
192,2021-12-18,322
192,2021-12-11,323
192,2021-11-29,324
192,2022-01-09,325
192,2021-11-23,326
197,2021-11-29,327
197,2021-12-01,328
197,2021-12-28,329
197,2021-12-15,330
197,2021-12-15,331
197,2022-01-25,332
197,2022-01-25,333
197,2021-11-25,334
197,2021-12-23,335
201,2021-11-27,336
201,2021-11-22,337
201,2021-11-30,338
203,2022-01-03,339
203,2022-01-24,340
203,2021-12-13,341
203,2022-02-10,342
203,2022-01-20,343
203,2022-01-03,344
203,2021-12-24,345
203,2022-02-01,346
203,2021-11-18,347
203,2021-11-18,348
205,2021-12-05,349
205,2022-02-09,350
205,2021-12-17,351
205,2021-11-15,352
206,2022-01-21,353
206,2021-12-10,354
206,2022-01-01,355
206,2021-11-30,356
206,2022-01-28,357
210,2022-01-13,358
210,2021-11-17,359
210,2022-01-04,360
210,2021-12-17,361
210,2022-02-07,362
210,2022-01-20,363
210,2021-12-29,364
210,2022-01-19,365
218,2021-12-16,366
218,2021-12-19,367
218,2022-01-22,368
222,2021-12-14,369
222,2021-12-27,370
222,2022-01-28,371
222,2022-01-09,372
222,2022-02-05,373
222,2021-12-29,374
222,2021-12-10,375
224,2021-12-10,376
224,2021-12-28,377
224,2022-01-03,378
224,2021-12-17,379
224,2021-11-13,380
224,2022-01-02,381
224,2021-12-28,382
224,2021-11-29,383
224,2022-01-02,384
224,2021-12-09,385
225,2021-12-16,386
225,2022-01-24,387
225,2021-12-16,388
225,2021-12-30,389
225,2022-01-04,390
225,2022-01-06,391
225,2021-12-23,392
227,2021-12-17,393
227,2022-01-10,394
227,2021-11-15,395
227,2022-01-31,396
227,2021-12-11,397
227,2021-11-15,398
229,2022-01-14,399
229,2022-01-06,400
229,2021-11-30,401
229,2021-12-23,402
229,2021-12-01,403
229,2021-12-14,404
229,2021-11-24,405
229,2021-11-28,406
229,2021-12-06,407
231,2021-12-24,408
233,2022-01-17,409
233,2022-01-20,410
233,2022-01-02,411
233,2021-12-23,412
233,2021-11-15,413
233,2021-12-02,414
233,2022-01-26,415
233,2021-12-15,416
233,2021-12-07,417
236,2021-12-16,418
236,2021-12-26,419
236,2022-01-23,420
236,2022-01-13,421
237,2022-01-25,422
244,2021-11-29,423
244,2021-11-21,424
244,2022-01-13,425
244,2021-11-27,426
244,2021-12-27,427
244,2022-01-28,428
244,2021-11-16,429
244,2021-12-02,430
244,2021-12-12,431
244,2022-02-03,432
248,2021-12-24,433
248,2021-11-22,434
248,2022-02-10,435
248,2022-02-08,436
248,2021-11-29,437
248,2022-01-26,438
248,2022-02-02,439
248,2022-01-20,440
248,2021-12-23,441
248,2021-12-03,442
250,2021-12-05,443
252,2022-01-21,444
252,2021-12-13,445
252,2021-12-08,446
252,2021-11-14,447
252,2021-12-31,448
252,2021-11-13,449
252,2022-01-13,450
254,2022-02-05,451
254,2021-12-05,452
254,2021-11-19,453
254,2021-11-27,454
254,2022-01-14,455
255,2021-12-06,456
255,2022-01-22,457
255,2021-11-28,458
255,2022-01-16,459
256,2022-01-24,460
256,2021-11-29,461
256,2021-11-25,462
256,2021-12-17,463
256,2021-12-24,464
256,2022-02-06,465
257,2021-12-13,466
257,2022-01-24,467
258,2021-12-13,468
258,2022-02-02,469
258,2021-12-29,470
258,2022-02-06,471
258,2021-12-29,472
261,2022-01-08,473
261,2022-01-14,474
261,2021-12-05,475
261,2022-02-02,476
261,2022-02-05,477
261,2022-01-02,478
261,2021-12-11,479
261,2021-12-17,480
271,2021-12-28,481
271,2022-01-07,482
271,2021-12-17,483
271,2022-01-03,484
271,2021-11-14,485
273,2021-12-23,486
273,2022-02-01,487
276,2021-12-05,488
279,2022-01-26,489
279,2022-01-16,490
279,2022-01-11,491
279,2021-12-27,492
279,2021-12-23,493
279,2022-01-16,494
283,2021-12-24,495
286,2021-12-22,496
286,2021-12-26,497
286,2022-01-03,498
286,2021-12-25,499
286,2022-02-10,500
286,2021-12-28,501
286,2021-12-22,502
287,2021-11-23,503
292,2021-12-27,504
292,2022-02-05,505
292,2022-01-16,506
292,2021-11-13,507
300,2021-12-31,508
300,2022-01-13,509
300,2021-11-29,510
300,2022-01-16,511
300,2021-12-18,512
302,2022-01-07,513
302,2022-01-18,514
302,2022-01-10,515
302,2022-01-04,516
302,2022-01-28,517
302,2022-01-22,518
313,2021-12-25,519
313,2021-11-28,520
314,2021-12-19,521
314,2021-12-15,522
314,2021-12-25,523
314,2022-01-29,524
314,2022-01-07,525
315,2021-12-02,526
315,2022-01-18,527
315,2021-12-14,528
315,2022-01-05,529
315,2021-12-30,530
316,2021-12-13,531
316,2021-11-29,532
320,2021-11-16,533
320,2021-12-22,534
320,2022-01-23,535
320,2021-12-09,536
320,2021-12-29,537
320,2022-02-06,538
320,2022-02-02,539
320,2022-01-23,540
321,2022-02-02,541
321,2021-12-15,542
321,2022-01-20,543
321,2022-01-15,544
324,2022-01-10,545
324,2021-12-01,546
324,2021-11-21,547
324,2022-01-31,548
325,2022-01-13,549
327,2022-01-18,550
327,2022-01-02,551
327,2021-12-23,552
327,2022-02-06,553
327,2022-02-10,554
327,2021-11-23,555
328,2021-11-13,556
328,2021-11-18,557
328,2021-12-19,558
333,2022-02-05,559
333,2022-01-14,560
333,2021-11-19,561
333,2021-12-29,562
333,2021-12-17,563
333,2022-01-09,564
333,2021-12-23,565
333,2021-12-30,566
333,2022-01-29,567
333,2022-01-31,568
336,2022-01-10,569
336,2021-11-28,570
336,2022-01-26,571
336,2022-01-31,572
336,2022-01-09,573
336,2021-11-22,574
337,2022-01-27,575
337,2022-02-06,576
337,2021-12-20,577
337,2021-12-15,578
337,2021-12-09,579
337,2022-01-12,580
337,2022-01-10,581
337,2021-12-24,582
337,2021-12-09,583
339,2022-01-21,584
339,2022-02-01,585
339,2021-11-30,586
341,2021-12-24,587
342,2022-02-01,588
342,2022-01-21,589
342,2021-12-03,590
342,2021-12-18,591
342,2022-01-03,592
342,2021-12-04,593
342,2021-11-13,594
342,2022-01-29,595
342,2021-12-19,596
342,2021-12-19,597
343,2021-12-09,598
343,2021-12-17,599
343,2022-02-03,600
343,2021-12-17,601
343,2021-11-24,602
343,2022-02-06,603
343,2021-12-15,604
343,2022-01-20,605
346,2021-12-16,606
346,2022-02-06,607
355,2021-11-29,608
355,2022-01-25,609
355,2021-12-23,610
355,2021-12-10,611
355,2021-12-31,612
355,2021-12-24,613
355,2021-11-21,614
355,2021-11-20,615
356,2022-01-23,616
356,2021-12-16,617
356,2022-01-13,618
356,2021-12-04,619
356,2021-12-21,620
357,2021-12-10,621
357,2021-12-10,622
357,2021-11-25,623
357,2021-11-28,624
357,2022-01-08,625
359,2021-11-16,626
359,2021-12-24,627
359,2022-01-20,628
362,2021-11-28,629
362,2021-11-13,630
363,2021-11-29,631
363,2022-01-31,632
363,2022-01-12,633
363,2022-01-29,634
363,2021-12-03,635
363,2021-11-20,636
370,2022-01-16,637
372,2022-02-10,638
372,2022-01-26,639
372,2021-11-23,640
372,2021-12-08,641
372,2021-11-18,642
372,2022-02-08,643
376,2021-12-18,644
376,2021-11-28,645
376,2021-11-16,646
376,2021-11-26,647
376,2021-12-06,648
376,2022-01-27,649
377,2022-01-13,650
379,2022-01-04,651
379,2022-01-24,652
379,2021-11-23,653
382,2021-12-04,654
382,2021-12-14,655
382,2021-11-21,656
383,2021-11-18,657
383,2021-11-19,658
383,2021-12-07,659
383,2021-12-25,660
383,2022-01-10,661
383,2022-01-01,662
383,2021-11-26,663
383,2021-12-17,664
383,2021-11-13,665
384,2022-01-01,666
384,2022-02-06,667
384,2022-01-23,668
384,2021-12-04,669
384,2021-12-13,670
384,2022-01-24,671
389,2021-12-07,672
389,2022-01-05,673
389,2022-01-17,674
389,2022-02-03,675
389,2022-01-16,676
389,2022-01-25,677
389,2021-11-27,678
389,2021-12-03,679
389,2022-02-09,680
389,2022-01-30,681
390,2022-01-22,682
391,2022-01-17,683
396,2021-12-01,684
396,2021-12-06,685
396,2021-12-25,686
396,2021-12-11,687
396,2021-11-26,688
396,2021-12-12,689
396,2021-11-27,690
396,2021-11-17,691
396,2022-01-05,692
397,2022-02-09,693
397,2021-11-17,694
397,2022-01-22,695
400,2022-01-10,696
400,2021-11-14,697
400,2021-11-22,698
400,2021-12-01,699
400,2022-01-17,700
401,2022-01-11,701
401,2021-12-28,702
401,2022-01-29,703
401,2021-11-13,704
401,2022-01-27,705
401,2022-01-23,706
401,2021-11-14,707
401,2021-12-23,708
404,2022-01-05,709
404,2022-01-26,710
404,2022-02-05,711
404,2021-12-02,712
404,2022-01-21,713
404,2021-11-17,714
404,2022-01-29,715
404,2022-01-14,716
404,2022-01-29,717
404,2021-11-29,718
405,2022-01-03,719
405,2021-12-26,720
405,2022-01-01,721
405,2021-12-11,722
405,2021-12-05,723
405,2021-11-24,724
405,2022-01-03,725
405,2022-01-23,726
405,2021-12-12,727
407,2022-02-03,728
407,2021-12-17,729
407,2021-11-17,730
407,2021-11-15,731
408,2021-11-23,732
408,2022-01-26,733
408,2022-01-19,734
408,2021-12-07,735
408,2021-11-27,736
408,2022-01-28,737
408,2021-12-03,738
408,2021-12-01,739
408,2021-12-05,740
408,2021-11-15,741
412,2021-11-25,742
412,2021-12-04,743
412,2021-12-11,744
412,2021-12-31,745
412,2022-01-12,746
412,2022-01-07,747
412,2022-01-01,748
412,2022-01-21,749
414,2022-01-23,750
414,2021-12-03,751
414,2021-12-19,752
414,2022-01-23,753
414,2022-01-25,754
414,2022-02-09,755
414,2021-12-01,756
417,2021-11-29,757
417,2022-01-09,758
417,2022-01-16,759
417,2021-12-19,760
417,2022-01-04,761
417,2021-12-17,762
417,2022-01-23,763
417,2022-01-25,764
418,2021-11-22,765
419,2021-11-20,766
419,2021-12-27,767
419,2022-02-07,768
419,2021-12-13,769
419,2022-01-02,770
419,2022-01-17,771
419,2021-12-26,772
419,2021-11-30,773
419,2022-01-30,774
420,2021-12-06,775
420,2021-11-17,776
420,2021-11-19,777
420,2022-02-06,778
420,2021-12-25,779
422,2021-12-12,780
422,2021-12-12,781
424,2021-11-23,782
424,2021-12-28,783
424,2021-12-27,784
424,2021-11-16,785
424,2021-11-26,786
424,2021-11-30,787
424,2022-01-31,788
427,2021-12-29,789
427,2022-01-17,790
427,2022-02-03,791
427,2021-12-26,792
427,2022-01-23,793
427,2021-12-02,794
427,2021-12-27,795
427,2022-02-05,796
427,2022-01-06,797
427,2022-01-05,798
428,2022-01-03,799
428,2021-11-18,800
428,2022-02-08,801
428,2022-01-15,802
428,2021-11-24,803
428,2021-12-08,804
428,2022-01-17,805
428,2022-02-05,806
428,2021-11-19,807
432,2021-12-10,808
432,2021-11-27,809
432,2021-12-31,810
432,2021-11-18,811
432,2021-11-23,812
432,2021-11-17,813
432,2021-12-27,814
433,2021-12-22,815
435,2021-11-30,816
435,2022-01-31,817
435,2021-12-14,818
435,2022-01-01,819
435,2022-01-19,820
435,2022-01-12,821
435,2022-01-14,822
435,2022-01-23,823
435,2022-01-01,824
435,2021-11-27,825
436,2022-01-05,826
443,2022-01-13,827
443,2021-12-25,828
443,2021-11-27,829
445,2022-01-23,830
445,2021-12-28,831
445,2022-02-10,832
445,2021-12-23,833
445,2021-12-05,834
448,2022-01-20,835
448,2021-12-09,836
449,2021-11-16,837
449,2021-12-30,838
449,2022-01-23,839
449,2021-11-29,840
449,2022-01-23,841
449,2021-11-29,842
449,2022-01-10,843
449,2021-12-19,844
450,2022-01-29,845
450,2022-01-12,846
450,2021-11-13,847
450,2022-01-04,848
451,2021-12-16,849
451,2021-11-26,850
451,2021-12-15,851
451,2022-01-05,852
453,2021-12-10,853
453,2021-12-13,854
453,2022-02-08,855
453,2021-12-18,856
455,2022-01-18,857
458,2021-12-22,858
458,2022-01-26,859
458,2021-11-22,860
464,2021-12-03,861
464,2021-11-29,862
464,2021-11-25,863
465,2021-11-17,864
465,2022-01-19,865
465,2021-11-13,866
465,2022-02-07,867
465,2022-01-05,868
465,2021-12-22,869
466,2022-01-04,870
466,2022-01-17,871
466,2022-01-21,872
466,2022-01-29,873
466,2021-12-02,874
469,2022-01-06,875
469,2021-12-23,876
469,2022-02-07,877
469,2021-12-08,878
469,2022-02-05,879
469,2022-01-12,880
472,2022-01-04,881
473,2021-12-01,882
473,2021-12-19,883
473,2021-12-05,884
473,2022-02-08,885
473,2022-01-03,886
475,2021-11-16,887
475,2022-01-31,888
475,2021-11-26,889
475,2021-11-17,890
475,2021-12-15,891
475,2021-12-13,892
475,2021-12-13,893
475,2022-01-15,894
479,2022-01-16,895
479,2022-02-03,896
482,2021-11-16,897
482,2022-01-30,898
482,2022-02-08,899
482,2021-11-20,900
482,2021-12-11,901
482,2021-11-30,902
482,2022-01-09,903
482,2022-02-03,904
482,2021-11-27,905
483,2022-01-28,906
483,2021-12-04,907
483,2021-11-16,908
483,2021-12-23,909
483,2022-02-03,910
483,2022-01-21,911
483,2022-02-04,912
484,2022-01-18,913
484,2022-01-13,914
484,2022-02-02,915
484,2022-01-13,916
484,2021-12-03,917
484,2022-02-09,918
484,2021-12-30,919
484,2022-01-13,920
484,2021-11-19,921
484,2021-12-29,922
485,2021-11-16,923
485,2021-11-19,924
487,2021-11-21,925
487,2022-01-25,926
487,2021-12-11,927
487,2022-01-26,928
487,2022-01-12,929
487,2022-01-09,930
487,2021-11-29,931
488,2022-02-10,932
488,2022-01-11,933
488,2021-11-18,934
488,2021-11-22,935
488,2022-01-24,936
488,2021-11-23,937
488,2022-01-09,938
489,2021-12-21,939
489,2022-02-04,940
489,2022-01-23,941
489,2022-02-06,942
489,2021-11-14,943
489,2022-01-03,944
489,2022-02-05,945
496,2021-11-16,946
496,2022-01-08,947
496,2021-11-24,948
496,2022-01-13,949
496,2022-01-31,950
496,2021-12-10,951
496,2021-11-16,952
496,2021-12-27,953
496,2022-01-15,954
498,2021-12-03,955
498,2022-02-04,956
498,2021-12-15,957
499,2021-11-28,958
499,2021-11-21,959
499,2021-11-22,960
499,2021-12-24,961
499,2021-12-15,962
499,2022-01-03,963
499,2022-01-21,964
499,2021-11-29,965
